,time,course,haccuracy,latitude,longitude,speed,At,d,v
0,2018-11-15 07:10:52,180.8,3.216,41.42224622,2.1636041,0.72,1.0,1.1364898403443118,1.1364898403443118
1,2018-11-15 07:10:53,199.2,3.216,41.42223676,2.16359894,1.07,1.0,0.5279428643837926,0.5279428643837926
2,2018-11-15 07:10:54,166.6,3.216,41.42223379,2.16360388,0.67,1.0,0.5117675684081763,0.5117675684081763
3,2018-11-15 07:10:55,81.2,3.216,41.42223414,2.16361,0.19,1.0,1.643670591968575,1.643670591968575
4,2018-11-15 07:10:56,196.0,3.216,41.42222173,2.16359929,0.68,1.0,1.0398371795401145,1.0398371795401145
5,2018-11-15 07:10:57,207.7,3.216,41.42221708,2.16358847,1.46,1.0,1.028187544429284,1.028187544429284
6,2018-11-15 07:10:58,206.4,3.216,41.42221106,2.16357911,0.86,1.0,0.2604462439243436,0.2604462439243436
7,2018-11-15 07:10:59,218.0,3.216,41.42221067,2.16357603,0.58,1.0,0.7341932170409479,0.7341932170409479
8,2018-11-15 07:11:00,211.3,3.216,41.42220593,2.1635699,0.47,1.0,0.3859938169203193,0.3859938169203193
9,2018-11-15 07:11:01,122.2,3.216,41.42220298,2.16356746,0.59,1.0,0.3677626758040057,0.3677626758040057
10,2018-11-15 07:11:02,122.0,3.216,41.42220021,2.16356505,0.61,1.0,0.6443160089294491,0.6443160089294491
11,2018-11-15 07:11:03,122.7,3.216,41.42219464,2.16356292,0.81,1.0,0.663691861753857,0.663691861753857
12,2018-11-15 07:11:04,122.4,3.216,41.42218869,2.16356229,0.64,1.0,0.47364005320540553,0.47364005320540553
13,2018-11-15 07:11:05,122.3,3.216,41.42218454,2.16356357,0.55,1.0,0.6453028372816029,0.6453028372816029
14,2018-11-15 07:11:06,122.3,3.216,41.42217892,2.1635655,0.68,1.0,1.0465002683382743,1.0465002683382743
15,2018-11-15 07:11:07,185.3,3.216,41.42216964,2.16356759,1.36,1.0,1.4410952528830858,1.4410952528830858
16,2018-11-15 07:11:08,187.0,3.216,41.42215703,2.1635636,1.1,1.0,0.9869173159612025,0.9869173159612025
17,2018-11-15 07:11:09,186.4,3.216,41.42214934,2.16355769,0.64,1.0,1.2633817253510762,1.2633817253510762
18,2018-11-15 07:11:10,228.9,3.216,41.42214155,2.16354666,1.6,1.0,1.6845502524265519,1.6845502524265519
19,2018-11-15 07:11:11,227.0,3.216,41.42213186,2.16353113,1.34,1.0,1.9193849774601015,1.9193849774601015
20,2018-11-15 07:11:12,234.4,3.216,41.4221211,2.16351313,1.66,1.0,1.729905127754951,1.729905127754951
21,2018-11-15 07:11:13,233.9,3.216,41.42211193,2.16349637,1.05,1.0,1.3581296165906154,1.3581296165906154
22,2018-11-15 07:11:14,235.1,3.216,41.42210653,2.16348176,1.01,1.0,1.3296069170877916,1.3296069170877916
23,2018-11-15 07:11:15,235.0,4.288,41.42210063,2.16346789,1.22,1.0,1.3441589083476193,1.3441589083476193
24,2018-11-15 07:11:16,235.1,4.288,41.42209477,2.16345379,1.15,1.0,1.067778285287137,1.067778285287137
25,2018-11-15 07:11:17,235.1,5.36,41.42209126,2.16344187,0.67,1.0,0.8150320620182115,0.8150320620182115
26,2018-11-15 07:11:18,235.2,5.36,41.42208849,2.16343282,0.69,1.0,0.9620778897269959,0.9620778897269959
27,2018-11-15 07:11:19,202.1,6.432,41.4220815,2.16342602,1.24,1.0,1.3259367258441903,1.3259367258441903
28,2018-11-15 07:11:20,170.6,6.432,41.42206977,2.16342316,1.57,1.0,1.1731679196537173,1.1731679196537173
29,2018-11-15 07:11:21,162.0,5.36,41.42205925,2.16342423,1.37,1.0,1.0737318638956852,1.0737318638956852
30,2018-11-15 07:11:22,163.9,5.36,41.42205014,2.1634285,1.31,1.0,1.7295712796291185,1.7295712796291185
31,2018-11-15 07:11:23,172.0,5.36,41.42203473,2.16343132,2.19,1.0,1.3712823383677126,1.3712823383677126
32,2018-11-15 07:11:24,156.0,5.36,41.42202244,2.16343268,1.2,1.0,0.7595267937049144,0.7595267937049144
33,2018-11-15 07:11:25,156.0,5.36,41.42201614,2.1634362,0.98,1.0,0.2402950283411621,0.2402950283411621
34,2018-11-15 07:11:26,148.33333333333334,5.717333333333333,41.42201418333333,2.1634374233333333,1.21,1.0,0.2402950296457787,0.2402950296457787
35,2018-11-15 07:11:27,140.66666666666666,6.074666666666667,41.422012226666666,2.1634386466666666,1.44,1.0,0.24029503095039537,0.24029503095039537
36,2018-11-15 07:11:28,133.0,6.432,41.42201027,2.16343987,1.67,1.0,2.382602848316404,2.382602848316404
37,2018-11-15 07:11:29,162.5,6.432,41.42199165,2.16345401,1.88,1.0,2.4544420545102956,2.4544420545102956
38,2018-11-15 07:11:30,159.6,6.432,41.42197049,2.16346239,2.48,1.0,2.358261893066005,2.358261893066005
39,2018-11-15 07:11:31,157.5,6.432,41.4219497,2.16346798,1.96,1.0,1.9746361442688825,1.9746361442688825
40,2018-11-15 07:11:32,160.3,6.432,41.42193385,2.16347866,1.91,1.0,2.214566826596492,2.214566826596492
41,2018-11-15 07:11:33,160.2,6.432,41.421916,2.16349044,2.27,1.0,2.1752589695959736,2.1752589695959736
42,2018-11-15 07:11:34,155.5,6.432,41.4218983,2.16350155,2.0,1.0,2.4963982144758794,2.4963982144758794
43,2018-11-15 07:11:35,156.4,6.432,41.42187716,2.16351163,2.63,1.0,2.693672729176427,2.693672729176427
44,2018-11-15 07:11:36,146.8,5.36,41.42185508,2.16352492,2.38,1.0,2.507241344478525,2.507241344478525
45,2018-11-15 07:11:37,153.5,5.36,41.42183473,2.16353787,2.17,1.0,1.734611378169884,1.734611378169884
46,2018-11-15 07:11:38,148.4,5.36,41.42182039,2.16354606,0.95,1.0,1.595001504317307,1.595001504317307
47,2018-11-15 07:11:39,146.4,4.288,41.42180747,2.16355437,2.0,1.0,1.978267531991777,1.978267531991777
48,2018-11-15 07:11:40,146.4,4.288,41.42179214,2.16356641,1.93,1.0,1.758532904135563,1.758532904135563
49,2018-11-15 07:11:41,144.8,4.288,41.42177873,2.16357759,1.88,1.0,2.129317000497822,2.129317000497822
50,2018-11-15 07:11:42,164.8,4.288,41.42176097,2.16358714,2.46,1.0,1.7363226632125723,1.7363226632125723
51,2018-11-15 07:11:43,164.5,4.288,41.42174553,2.16359025,1.52,1.0,1.8781563465964235,1.8781563465964235
52,2018-11-15 07:11:44,162.5,4.288,41.42172864,2.16359045,2.35,1.0,2.035415096076661,2.035415096076661
53,2018-11-15 07:11:45,158.7,3.216,41.42171044,2.16359306,2.08,1.0,2.04666480797463,2.04666480797463
54,2018-11-15 07:11:46,160.6,3.216,41.42169236,2.16359766,2.23,1.0,1.6325792602467963,1.6325792602467963
55,2018-11-15 07:11:47,153.7,3.216,41.42167796,2.16360148,1.5,1.0,1.3509639111933809,1.3509639111933809
56,2018-11-15 07:11:48,150.6,4.288,41.42166624,2.16360575,1.42,1.0,1.6310613635248503,1.6310613635248503
57,2018-11-15 07:11:49,150.5,3.216,41.42165252,2.16361267,2.0,1.0,1.5552640687010815,1.5552640687010815
58,2018-11-15 07:11:50,147.9,4.288,41.42163991,2.16362074,1.3,1.0,1.315005651907,1.315005651907
59,2018-11-15 07:11:51,148.3,4.288,41.42163023,2.1636298,1.38,1.0,1.3979177275074794,1.3979177275074794
60,2018-11-15 07:11:52,147.1,5.36,41.42161973,2.16363902,1.46,1.0,2.2148400262815353,2.2148400262815353
61,2018-11-15 07:11:53,171.6,5.36,41.4216006,2.16364642,2.28,1.0,1.9076827802597618,1.9076827802597618
62,2018-11-15 07:11:54,167.4,4.288,41.42158357,2.16364919,1.59,1.0,1.6909465888212347,1.6909465888212347
63,2018-11-15 07:11:55,168.0,4.288,41.42156838,2.16365015,1.78,1.0,1.848048204371626,1.848048204371626
64,2018-11-15 07:11:56,168.0,4.288,41.42155182,2.16365203,1.91,1.0,1.768864993274973,1.768864993274973
65,2018-11-15 07:11:57,162.2,3.216,41.4215361,2.16365528,1.95,1.0,1.558166125158975,1.558166125158975
66,2018-11-15 07:11:58,183.9,4.288,41.42152217,2.16365731,1.58,1.0,0.988417841540027,0.988417841540027
67,2018-11-15 07:11:59,184.3,4.288,41.42151332,2.1636562,1.34,1.0,0.8982916573609382,0.8982916573609382
