,time,course,haccuracy,latitude,longitude,speed,At,d,v
0,2018-11-06 18:19:23,331.282,48.0,41.313565919,2.024587503,0.557383,1.0,1.6453078438784865,1.6453078438784865
1,2018-11-06 18:19:24,93.634995,24.0,41.313577375,2.024599971,0.558429,1.0,1.5607633024830192,1.5607633024830192
2,2018-11-06 18:19:25,93.4837,24.0,41.313586713,2.024613923,0.560168,1.0,2.1925680233831457,2.1925680233831457
3,2018-11-06 18:19:26,92.62557,16.0,41.313605814,2.02462044,0.561924,1.0,2.96494181132158,2.96494181132158
4,2018-11-06 18:19:27,92.40735,12.0,41.313631541,2.02462977,0.842741,1.0,3.8496738523645417,3.8496738523645417
5,2018-11-06 18:19:28,88.37668,8.0,41.313665396,2.024639412,1.052466,1.0,3.3836319832327058,3.3836319832327058
6,2018-11-06 18:19:29,82.740234,6.0,41.313695444,2.024645809,1.192832,1.0,2.4540824369987,2.4540824369987
7,2018-11-06 18:19:30,70.97484,6.0,41.313717501,2.024646821,1.277638,1.0,2.647961789209277,2.647961789209277
8,2018-11-06 18:19:31,75.01903,6.0,41.313740975,2.024641485,1.342761,1.0,1.587297434445178,1.587297434445178
9,2018-11-06 18:19:32,76.292305,6.0,41.313754601,2.02463582,1.387418,1.0,1.0092373515898048,1.0092373515898048
10,2018-11-06 18:19:33,61.163467,6.0,41.313762645,2.024630223,1.41191,1.0,0.9788605077032375,0.9788605077032375
11,2018-11-06 18:19:34,54.569637,6.0,41.313770413,2.024624709,1.438956,1.0,0.918293009014877,0.918293009014877
12,2018-11-06 18:19:35,51.60165,6.0,41.313777732,2.024619616,1.460749,1.0,0.9535614439687777,0.9535614439687777
13,2018-11-06 18:19:36,45.069286,6.0,41.313785451,2.024614642,1.250723,1.0,0.9608408991904842,0.9608408991904842
14,2018-11-06 18:19:37,34.224102,4.0,41.313793077,2.024609232,1.1076,1.0,0.8157669773301052,0.8157669773301052
15,2018-11-06 18:19:38,24.113976,4.0,41.313799251,2.024603956,1.229578,1.0,0.9071748788325171,0.9071748788325171
16,2018-11-06 18:19:39,18.001656,4.0,41.313805906,2.024597673,1.304139,1.0,1.0380122580837856,1.0380122580837856
17,2018-11-06 18:19:40,16.803596,6.0,41.313812585,2.02458899,1.606182,1.0,0.7803898896112286,0.7803898896112286
18,2018-11-06 18:19:41,298.828,6.0,41.313816791,2.02458151,1.840259,1.0,0.7691684559776413,0.7691684559776413
19,2018-11-06 18:19:42,295.00824,6.0,41.313820435,2.024573682,1.545429,1.0,0.7461007417595478,0.7461007417595478
20,2018-11-06 18:19:43,295.36755,6.0,41.313824942,2.024567064,1.592222,1.0,0.8523671489032175,0.8523671489032175
21,2018-11-06 18:19:44,298.6792,6.0,41.313831133,2.024561046,1.637782,1.0,0.9834158349485909,0.9834158349485909
22,2018-11-06 18:19:45,292.7997,6.0,41.31383845,2.024554432,1.680938,1.0,1.0453455701381076,1.0453455701381076
23,2018-11-06 18:19:46,299.04633,6.0,41.313845648,2.024546381,1.949781,1.0,0.9577952993595821,0.9577952993595821
24,2018-11-06 18:19:47,299.97113,6.0,41.313851768,2.024538311,1.898253,1.0,0.8863368008912645,0.8863368008912645
25,2018-11-06 18:19:48,306.9096,4.0,41.31385672,2.024529995,1.862293,1.0,1.4826873375908736,1.4826873375908736
26,2018-11-06 18:19:49,303.2328,4.0,41.313862937,2.02451429,1.90107,1.0,1.9365746568275253,1.9365746568275253
27,2018-11-06 18:19:50,297.57767,4.0,41.313869959,2.024493071,1.957789,1.0,1.5467702859421082,1.5467702859421082
28,2018-11-06 18:19:51,295.51062,4.0,41.313876967,2.024477073,1.950386,1.0,1.0781521959674267,1.0781521959674267
29,2018-11-06 18:19:52,293.85205,4.0,41.313882203,2.024466208,1.912802,1.0,1.6561997032920721,1.6561997032920721
30,2018-11-06 18:19:53,293.28168,4.0,41.313892708,2.02445215,1.940917,1.0,1.863555325095892,1.863555325095892
31,2018-11-06 18:19:54,289.75928,4.0,41.313906381,2.024439247,1.947969,1.0,1.3711713462418142,1.3711713462418142
32,2018-11-06 18:19:55,298.10687,4.0,41.313915362,2.024427997,1.929629,1.0,0.9998618527260258,0.9998618527260258
33,2018-11-06 18:19:56,301.4629,4.0,41.31392142,2.02441915,1.894398,1.0,1.4345882556439145,1.4345882556439145
34,2018-11-06 18:19:57,304.00604,4.0,41.31393026,2.024406639,1.914395,1.0,1.525449943638865,1.525449943638865
35,2018-11-06 18:19:58,314.1867,4.0,41.31393882,2.024392366,1.930327,1.0,1.8654078209420017,1.8654078209420017
36,2018-11-06 18:19:59,310.5485,4.0,41.313949165,2.024374783,1.98703,1.0,2.3791195953615825,2.3791195953615825
37,2018-11-06 18:20:00,306.38046,4.0,41.313960407,2.024350546,2.078507,1.0,2.3392329312615843,2.3392329312615843
38,2018-11-06 18:20:01,299.2633,4.0,41.313970756,2.024326161,2.127645,1.0,1.763278590661078,1.763278590661078
39,2018-11-06 18:20:02,304.496,4.0,41.313979582,2.024308621,2.111466,1.0,1.962857658884534,1.962857658884534
40,2018-11-06 18:20:03,305.67032,4.0,41.313990164,2.02428981,2.151509,1.0,1.1901375560112093,1.1901375560112093
41,2018-11-06 18:20:04,299.2127,13.141996,41.313997477,2.024279405,2.07841,1.0,2.3971608476021333,2.3971608476021333
42,2018-11-06 18:20:05,296.61346,13.370428,41.314009928,2.024255974,1.976381,1.0,2.1266012358693454,2.1266012358693454
43,2018-11-06 18:20:06,299.70084,14.090745,41.314021794,2.024236005,1.882771,1.0,1.9395327357214067,1.9395327357214067
44,2018-11-06 18:20:07,302.06213,14.58942,41.31403291,2.024218109,1.801127,1.0,1.7176442115916724,1.7176442115916724
45,2018-11-06 18:20:08,303.36212,15.534689,41.31404316,2.024202723,1.720419,1.0,1.3733953157038736,1.3733953157038736
46,2018-11-06 18:20:09,305.51062,15.592406,41.31405238,2.024191781,1.627125,1.0,1.194183445306225,1.194183445306225
47,2018-11-06 18:20:10,298.98938,14.899148,41.314060586,2.024182557,1.556901,1.0,1.2993716425412487,1.2993716425412487
48,2018-11-06 18:20:11,296.0177,15.350545,41.314068156,2.024170705,1.539023,1.0,1.4288024091273768,1.4288024091273768
49,2018-11-06 18:20:12,297.1604,15.707145,41.31407618,2.024157343,1.534012,1.0,1.5330356728057886,1.5330356728057886
50,2018-11-06 18:20:13,302.97253,15.298981,41.314086355,2.024144957,1.530759,1.0,1.778824855165246,1.778824855165246
51,2018-11-06 18:20:14,306.03265,15.127229,41.314098657,2.024131342,1.558661,1.0,1.6784622619560783,1.6784622619560783
52,2018-11-06 18:20:15,303.3426,14.845741,41.314110119,2.024118265,1.563416,1.0,1.4856393140168582,1.4856393140168582
53,2018-11-06 18:20:16,308.49542,15.029566,41.314120685,2.024107378,1.548771,1.0,1.3308567692041418,1.3308567692041418
54,2018-11-06 18:20:17,313.8864,15.442677,41.31413067,2.024098592,1.533719,1.0,1.2808807707352334,1.2808807707352334
55,2018-11-06 18:20:18,315.55756,15.676247,41.314140518,2.024090636,1.515599,1.0,1.224680411626887,1.224680411626887
56,2018-11-06 18:20:19,313.36053,15.399512,41.314150257,2.024083788,1.491004,1.0,1.344159168012718,1.344159168012718
57,2018-11-06 18:20:20,320.1067,15.158211,41.314161444,2.02407769,1.484463,1.0,1.237486831196271,1.237486831196271
58,2018-11-06 18:20:21,306.5442,14.938258,41.314170471,2.024069024,1.477829,1.0,1.340114141649404,1.340114141649404
59,2018-11-06 18:20:22,315.88406,15.062093,41.314180833,2.02406083,1.483963,1.0,1.3953180839653148,1.3953180839653148
60,2018-11-06 18:20:23,317.17194,15.151442,41.314191436,2.024051895,1.493259,1.0,1.3524568056518729,1.3524568056518729
61,2018-11-06 18:20:24,309.59076,14.829708,41.314200759,2.024041495,1.501131,1.0,1.641036793144069,1.641036793144069
62,2018-11-06 18:20:25,314.53693,14.088016,41.31421272,2.024029985,1.748163,1.0,1.8181771542684069,1.8181771542684069
63,2018-11-06 18:20:26,317.25446,13.57105,41.314226272,2.024017804,1.918009,1.0,1.8043344753036268,1.8043344753036268
64,2018-11-06 18:20:27,317.63055,13.655168,41.314239371,2.024005053,1.809597,1.0,1.735638950282975,1.735638950282975
65,2018-11-06 18:20:28,321.50372,13.906068,41.314252147,2.023993114,1.736551,1.0,1.619618808432565,1.619618808432565
66,2018-11-06 18:20:29,319.24884,14.092549,41.31426383,2.023981533,1.683456,1.0,1.5190550269048368,1.5190550269048368
67,2018-11-06 18:20:30,318.74518,13.955559,41.314274651,2.023970431,1.644635,1.0,1.4741365460057254,1.4741365460057254
68,2018-11-06 18:20:31,320.89413,13.158618,41.314284893,2.023959224,1.618983,1.0,1.4079260769887805,1.4079260769887805
69,2018-11-06 18:20:32,320.00162,11.527125,41.314293981,2.023947486,1.596354,1.0,1.3341112192497446,1.3341112192497446
70,2018-11-06 18:20:33,319.10455,11.189445,41.314303144,2.023937174,1.576309,1.0,1.3701817790276662,1.3701817790276662
71,2018-11-06 18:20:34,319.3142,11.210752,41.314313151,2.023927601,1.563639,1.0,1.3913843894033833,1.3913843894033833
72,2018-11-06 18:20:35,325.1719,11.212812,41.314324045,2.023919405,1.551293,1.0,1.4001418870148343,1.4001418870148343
73,2018-11-06 18:20:36,322.39594,11.387988,41.314334611,2.023910286,1.545687,1.0,1.34197814942905,1.34197814942905
74,2018-11-06 18:20:37,320.8682,11.54879,41.314344696,2.02390146,1.539853,1.0,1.3444061996869736,1.3444061996869736
75,2018-11-06 18:20:38,320.09967,11.697092,41.314354855,2.023892732,1.532313,1.0,1.3734835114568844,1.3734835114568844
76,2018-11-06 18:20:39,319.70688,11.848207,41.31436502,2.023883389,1.526035,1.0,1.4480544986577415,1.4480544986577415
77,2018-11-06 18:20:40,318.51892,12.011314,41.314375592,2.023873265,1.528744,1.0,1.5516809556521214,1.5516809556521214
78,2018-11-06 18:20:41,314.72366,12.219483,41.314386452,2.023861598,1.535876,1.0,1.5175358329137822,1.5175358329137822
79,2018-11-06 18:20:42,311.02478,12.398966,41.314396753,2.023849679,1.534857,1.0,1.4815371865960685,1.4815371865960685
80,2018-11-06 18:20:43,302.88245,12.535577,41.314405507,2.023836306,1.532822,1.0,1.4886569509391874,1.4886569509391874
81,2018-11-06 18:20:44,304.8525,12.641397,41.314414752,2.023823414,1.527011,1.0,1.467209558492085,1.467209558492085
82,2018-11-06 18:20:45,318.57574,12.430024,41.314425928,2.023814075,1.521854,1.0,1.4643628171438354,1.4643628171438354
83,2018-11-06 18:20:46,328.02267,12.236308,41.314437931,2.023806861,1.527988,1.0,1.4420805332244686,1.4420805332244686
84,2018-11-06 18:20:47,325.98495,12.268395,41.314449212,2.023798343,1.523572,1.0,1.4655336718005882,1.4655336718005882
85,2018-11-06 18:20:48,324.83572,12.292089,41.314460588,2.023789482,1.520821,1.0,1.4970141317117318,1.4970141317117318
